# {
#  "arm_inertia": 0.000473,
#  "bus": {
#   "baud": 1000000,
#   "port": "/dev/cu.usbmodem5B790298401"
#  },
#  "centre": 1686,
#  "dry_run": false,
#  "late_samples": 0,
#  "mass_kg": 0.43,
#  "psu_volts": 12.0,
#  "radius_m": 0.09,
#  "registers": {
#   "ACCELERATION": 0,
#   "ANGULAR_RESOLUTION": 1,
#   "CCW_DEAD": 1,
#   "CW_DEAD": 1,
#   "D_COEF": 32,
#   "GOAL_SPEED": 0,
#   "I_COEF": 0,
#   "MAX_ANGLE_LIMIT": 4095,
#   "MAX_TORQUE": 1000,
#   "MIN_ANGLE_LIMIT": 0,
#   "MODE": 0,
#   "OFFSET": 85,
#   "OVERLOAD_TORQUE": 80,
#   "PROTECTION_CURRENT": 310,
#   "PROTECTIVE_TORQUE": 20,
#   "P_COEF": 32,
#   "STARTUP_FORCE": 16,
#   "TORQUE_LIMIT": 1000
#  },
#  "requested_hz": 200.0,
#  "sample_hz": 200.08258617163594,
#  "samples": 2400,
#  "seconds": 12.0,
#  "servo_id": 1,
#  "trajectory": "freeswing",
#  "written": "2026-09-04T22:45:05"
# }
t,target_rad,q_rad,w_rad_s,current_a,volt_v,temp_c,load_raw,counts
6.624999999926828e-06,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.005307457999999876,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.011411375000000001,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.015464332999999941,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.02068800000000004,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.0268537499999999,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.0312596249999999,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.03652924999999985,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.04038224999999995,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.046986082999999956,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.05060679099999987,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.05678379099999997,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.061336332999999854,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.0654909159999999,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.07172404099999996,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.07629820799999987,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,34,1120,2699
0.08152537500000001,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.08594587499999995,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.09164566600000001,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.09641804099999995,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.10147812499999986,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,45,1120,2699
0.10645779099999997,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,29,1120,2699
0.11146174999999992,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.11610270799999989,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,29,1120,2699
0.12164583299999987,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.12508412499999988,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.130597458,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.13688704100000004,1.5708,1.5539225381281545,0.0,0.0195,12.100000000000001,28,1120,2699
0.14123337499999988,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.14614429099999993,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.1510747079999999,1.5708,1.5539225381281545,0.0,0.0325,12.100000000000001,28,1120,2699
0.15664729099999986,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.16039670799999994,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.16664849999999998,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,90,1120,2699
0.17057683299999993,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.176958666,1.5708,1.5539225381281545,0.0,0.0325,12.100000000000001,28,1120,2699
0.18120270800000005,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.186615333,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.19143162499999988,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.1965142499999999,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.20148237499999988,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.20651387499999996,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.21004879099999996,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.2157409159999999,1.5708,1.5539225381281545,0.0,0.0325,12.100000000000001,28,1120,2699
0.22166149999999996,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.22641383299999984,1.5708,1.5539225381281545,0.0,0.0325,12.100000000000001,28,1120,2699
0.23154687500000004,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.23632425,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.24156587500000004,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.245185,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.25094675,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
0.25532241600000005,1.5708,1.5539225381281545,0.0,0.026,12.100000000000001,28,1120,2699
